tags|intent
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer sandwich###I-refer piece###I-refer on###I-refer the###I-refer right###I-refer by###O <value>###B-value .###O|adjust
change###B-action white###B-refer bldg###I-refer in###I-refer bkg###I-refer to###O <attribute>###B-attribute <value>###B-value|adjust
raise###B-action the###O <attribute>###B-attribute of###O the###B-refer top###I-refer clock###I-refer face###I-refer by###O <value>###B-value points###O .###O|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O the###B-refer back###I-refer side###I-refer of###I-refer stop###I-refer sign###I-refer to###I-refer the###I-refer right###I-refer .###O|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer top###I-refer microwave###I-refer by###O a###O value###O of###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer wii###I-refer remote###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###B-refer blue###I-refer skateboard###I-refer in###I-refer the###I-refer middle###I-refer ,###I-refer with###I-refer the###I-refer yin###I-refer yang###I-refer sign###I-refer on###I-refer it###I-refer ,###O to###O a###O <attribute>###B-attribute of###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer nearest###I-refer backpack###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###B-refer meter###I-refer on###I-refer the###I-refer left###I-refer so###O that###O the###O <attribute>###B-attribute is###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer red###I-refer bike###I-refer on###I-refer the###I-refer right###I-refer to###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer right###I-refer plane###I-refer to###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer head###I-refer ,###I-refer neck###I-refer ,###I-refer and###I-refer body###I-refer of###I-refer the###I-refer top###I-refer giraffe###I-refer to###O <value>###B-value .###O|adjust
please###O decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer bus###I-refer in###I-refer the###I-refer front###I-refer by###O <value>###B-value .###O|adjust
change###B-action left###B-refer toothbrush###I-refer <attribute>###B-attribute to###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer motorcycle###I-refer behind###I-refer the###I-refer front###I-refer motorcycle###I-refer to###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer white###I-refer truck###I-refer on###I-refer the###I-refer left###I-refer to###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer vase###I-refer at###I-refer the###I-refer bottom###I-refer left###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer right###I-refer skateboard###I-refer to###O <value>###B-value .###O|adjust
set###B-action the###O <attribute>###B-attribute of###O the###B-refer front###I-refer surfboard###I-refer to###O <value>###B-value|adjust
the###B-refer hydrant###I-refer on###I-refer the###I-refer right###I-refer needs###O <attribute>###B-attribute changed###B-action by###O a###O value###O of###O <value>###B-value .###O|adjust
give###B-action the###B-refer blue###I-refer clock###I-refer middle###I-refer left###I-refer a###O <attribute>###B-attribute with###O the###O value###O <value>###B-value .###O|adjust
round###B-refer sprinkle###I-refer donut###I-refer modify###B-action the###O <attribute>###B-attribute by###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer bottom###I-refer cup###I-refer and###I-refer plate###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer pizza###I-refer top###I-refer right###I-refer to###O a###O value###O of###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer couch###I-refer that###I-refer everyone###I-refer is###I-refer sitting###I-refer on###I-refer to###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer bus###I-refer in###I-refer front###I-refer to###O <value>###B-value|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer bottom###I-refer left###I-refer black###I-refer area###I-refer by###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer first###I-refer toilet###I-refer on###I-refer the###I-refer left###I-refer to###O a###O value###O of###O <value>###B-value|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O part###B-refer of###I-refer chair###I-refer on###I-refer bottom###I-refer right###I-refer corner###I-refer .###O|adjust
lower###B-action the###O <attribute>###B-attribute of###O the###B-refer second###I-refer bike###I-refer from###I-refer the###I-refer right###I-refer by###O <value>###B-value units###O .###O|adjust
honey###B-refer bottle###I-refer on###I-refer right###I-refer modify###B-action the###O <attribute>###B-attribute by###O <value>###B-value|adjust
modify###B-action the###O <attribute>###B-attribute of###O the###B-refer second###I-refer pot###I-refer from###I-refer the###I-refer front###I-refer by###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer broccoli###I-refer plate###I-refer and###I-refer the###I-refer yellow###I-refer substance###I-refer plate###I-refer to###O a###O value###O of###O <value>###B-value|adjust
hey###O ,###O the###B-refer left###I-refer bunch###I-refer of###I-refer bananas###I-refer needs###O its###O <attribute>###B-attribute value###O changed###B-action to###O -###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer upper###I-refer white###I-refer box###I-refer portion###I-refer of###I-refer the###I-refer stove###I-refer to###O a###O value###O of###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer bottom###I-refer brown###I-refer layer###I-refer near###I-refer the###I-refer fork###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer black###I-refer horse###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer right###I-refer bear###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer woman###I-refer 's###I-refer surfboard###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer laptop###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer surfboard###I-refer to###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer front###I-refer middle###I-refer doughnut###I-refer to###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer second###I-refer suitcase###I-refer from###I-refer the###I-refer top###I-refer to###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer left###I-refer oven###I-refer to###O <value>###B-value|adjust
set###B-action the###O <attribute>###B-attribute value###O of###O the###B-refer laptop###I-refer on###I-refer upper###I-refer left###I-refer to###O <value>###B-value|adjust
the###B-refer old###I-refer ambulance###I-refer behind###I-refer the###I-refer woman###I-refer needs###O <attribute>###B-attribute changed###B-action by###O a###O value###O of###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer green###I-refer bottom###I-refer car###I-refer on###I-refer the###I-refer right###I-refer to###O <value>###B-value .###O|adjust
for###O the###B-refer second###I-refer horse###I-refer from###I-refer the###I-refer right###I-refer ,###O decrease###B-action the###O <attribute>###B-attribute by###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer phone###I-refer with###I-refer the###I-refer white###I-refer letters###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer lady###I-refer in###I-refer yellow###I-refer by###O <value>###B-value|adjust
the###B-refer left###I-refer clock###I-refer face###I-refer needs###B-action <attribute>###B-attribute <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer large###I-refer silver###I-refer plane###I-refer in###I-refer the###I-refer back###I-refer to###O <value>###B-value .###O|adjust
increase###B-action the###O <attribute>###B-attribute oft###O he###B-refer snowboard###I-refer on###I-refer the###I-refer right###I-refer by###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer front###I-refer left###I-refer pastry###I-refer by###O <value>###B-value|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer area###I-refer where###I-refer the###I-refer two###I-refer bike###I-refer 's###I-refer tires###I-refer overlap###I-refer by###O <value>###B-value .###O|adjust
please###O adjust###B-action the###O <attribute>###B-attribute down###O by###O <value>###B-value on###O the###B-refer white###I-refer left###I-refer bus###I-refer .###O|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer mouse###I-refer on###I-refer the###I-refer right###I-refer by###O <value>###B-value .###O|adjust
set###B-action the###O <attribute>###B-attribute of###O the###B-refer bench###I-refer the###I-refer man###I-refer is###I-refer on###I-refer to###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer far###I-refer right###I-refer slice###I-refer to###O <value>###B-value|adjust
apply###B-action <value>###B-value <attribute>###B-attribute to###O space###B-refer to###I-refer the###I-refer left###I-refer of###I-refer plate###I-refer|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O 3rd###B-refer meter###I-refer from###I-refer the###I-refer right###I-refer|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer sandwich###I-refer on###I-refer the###I-refer left###I-refer to###O <value>###B-value|adjust
the###B-refer top###I-refer left###I-refer clock###I-refer needs###O its###O <attribute>###B-attribute changed###B-action to###O a###O value###O of###O <value>###B-value|adjust
give###B-action the###B-refer black###I-refer object###I-refer at###I-refer the###I-refer top###I-refer of###I-refer the###I-refer image###I-refer a###O <attribute>###B-attribute value###O of###O <value>###B-value .###O|adjust
adjust###B-action the###O <attribute>###B-attribute value###O of###O the###B-refer second###I-refer door###I-refer from###I-refer the###I-refer right###I-refer to###O <value>###B-value|adjust
you###O need###O to###O adjust###B-action the###O <attribute>###B-attribute of###O the###B-refer polar###I-refer bear###I-refer on###I-refer top###I-refer with###O a###O value###O of###O <value>###B-value .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer portion###I-refer of###I-refer the###I-refer apple###I-refer on###I-refer the###I-refer farthest###I-refer right###I-refer to###O a###O value###O of###O <value>###B-value|adjust
apply###B-action <value>###B-value <attribute>###B-attribute to###O cement###B-refer planter###I-refer far###I-refer right###I-refer|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer purple###I-refer striped###I-refer sock###I-refer in###I-refer the###I-refer upper###I-refer right###I-refer corner###I-refer by###O <value>###B-value|adjust
modify###B-action <attribute>###B-attribute by###O <value>###B-value on###O the###B-refer very###I-refer top###I-refer left###I-refer bear###I-refer .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer second###I-refer green###I-refer apple###I-refer from###I-refer the###I-refer left###I-refer in###I-refer the###I-refer top###I-refer row###I-refer by###O <value>###B-value|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer right###I-refer strap###I-refer by###O <value>###B-value .###O|adjust
set###B-action the###O <attribute>###B-attribute for###O the###B-refer boat###I-refer on###I-refer the###I-refer bottom###I-refer row###I-refer that###I-refer is###I-refer second###I-refer from###I-refer the###I-refer right###I-refer to###O <value>###B-value .###O|adjust
two###B-refer top###I-refer left###I-refer fruit###I-refer in###I-refer the###I-refer corner###I-refer .###O property###O is###O <attribute>###B-attribute with###O value###O of###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer front###I-refer very###I-refer bottom###I-refer glass###I-refer to###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer table###I-refer behind###I-refer the###I-refer woman###I-refer to###O <value>###B-value .###O|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer elephant###I-refer on###I-refer the###I-refer right###I-refer by###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer top###I-refer left###I-refer orange###I-refer to###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute on###O the###B-refer bottom###I-refer banana###I-refer to###O <value>###B-value|adjust
add###O <attribute>###B-attribute and###O change###B-action the###O value###O to###O <value>###B-value to###O the###B-refer phone###I-refer .###O|adjust
apply###B-action <value>###B-value <attribute>###B-attribute to###O laptop###B-refer behind###I-refer cat###I-refer 's###I-refer ear###I-refer|adjust
modify###B-action <attribute>###B-attribute on###O middle###B-refer tie###I-refer on###I-refer top###I-refer ,###I-refer red###I-refer and###I-refer blue###I-refer by###O <value>###B-value|adjust
lower###B-action the###O <attribute>###B-attribute of###O the###B-refer wiimote###I-refer on###I-refer the###I-refer right###I-refer by###O <value>###B-value points###O .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer laptop###I-refer keyboard###I-refer by###O <value>###B-value .###O|adjust
modify###B-action the###O <attribute>###B-attribute for###O the###B-refer toilet###I-refer on###I-refer the###I-refer right###I-refer by###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer tire###I-refer on###I-refer the###I-refer very###I-refer left###I-refer to###O <value>###B-value|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer red###I-refer car###I-refer on###I-refer the###I-refer right###I-refer by###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer parking###I-refer meter###I-refer in###I-refer the###I-refer bottom###I-refer center###I-refer to###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute on###O the###B-refer right###I-refer wiimote###I-refer to###O <value>###B-value .###O|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer closest###I-refer woman###I-refer 's###I-refer bag###I-refer by###O <value>###B-value .###O|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer frontmost###I-refer orange###I-refer by###O <value>###B-value|adjust
set###B-action the###O <attribute>###B-attribute of###O the###B-refer third###I-refer remote###I-refer from###I-refer the###I-refer left###I-refer on###I-refer the###I-refer top###I-refer row###I-refer to###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer cat###I-refer on###I-refer the###I-refer left###I-refer to###O <value>###B-value|adjust
please###O edit###B-action the###O <attribute>###B-attribute up###O by###O <value>###B-value on###O the###B-refer front###I-refer right###I-refer train###I-refer that###I-refer is###I-refer fully###I-refer in###I-refer the###I-refer picture###I-refer .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer table###I-refer behind###I-refer the###I-refer woman###I-refer to###O <value>###B-value .###O|adjust
change###B-action the###B-refer red###I-refer chair###I-refer on###I-refer the###I-refer left###I-refer 's###O <attribute>###B-attribute to###O <value>###B-value .###O|adjust
please###O adjust###B-action the###O <attribute>###B-attribute down###O by###O <value>###B-value on###O the###B-refer car###I-refer in###I-refer the###I-refer road###I-refer to###I-refer the###I-refer right###I-refer .###O|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer blue###I-refer tripes###I-refer on###I-refer the###I-refer right###I-refer to###O the###O value###O of###O <value>###B-value|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer blank###I-refer screen###I-refer monitor###I-refer on###I-refer the###I-refer far###I-refer right###I-refer by###O <value>###B-value .###O|adjust
please###O edit###B-action the###O <attribute>###B-attribute for###O the###B-refer brown###I-refer cake###I-refer on###I-refer the###I-refer left###I-refer to###O <value>###B-value|adjust
increase###B-action the###O <attribute>###B-attribute of###O the###B-refer sink###I-refer on###I-refer the###I-refer left###I-refer but###I-refer not###I-refer the###I-refer cat###I-refer by###O <value>###B-value .###O|adjust
decrease###B-action the###O <attribute>###B-attribute of###O the###B-refer woman###I-refer in###I-refer striped###I-refer blue###I-refer shirt###I-refer on###I-refer right###I-refer by###O <value>###B-value|adjust
change###B-action the###O <attribute>###B-attribute of###O the###B-refer standing###I-refer bear###I-refer on###I-refer the###I-refer right###I-refer to###O a###O value###O of###O <value>###B-value .###O|adjust
the###B-refer top###I-refer right###I-refer book###I-refer needs###O <attribute>###B-attribute changed###B-action by###O a###O value###O of###O <value>###B-value .###O|adjust
modify###B-action <attribute>###B-attribute on###O the###B-refer last###I-refer horse###I-refer ,###I-refer right###I-refer side###I-refer by###O <value>###B-value|adjust
edit###B-action the###O <attribute>###B-attribute of###O the###B-refer left###I-refer player###I-refer to###O <value>###B-value .###O|adjust
